date,region,sales,marketing_spend
2020-03-14,North,150.331817117515,77.82321827907003
2020-03-15,North,120.64363491468643,56.901274479551276
2020-03-16,North,165.78599729396507,54.10951252187612
2020-03-17,North,162.90042399795448,50.435235341190854
2020-03-18,North,155.76875346058262,48.50496324767066
2020-03-19,North,121.08173385774967,50.458803882677515
2020-03-20,North,138.1833495903114,40.06215542699554
2020-03-21,North,177.53071837737508,68.90164056081244
2020-03-22,North,182.13214848432375,71.78556285755873
2020-03-23,North,154.5708956372099,57.38947022370758
2020-03-24,North,160.13752147186793,47.40864890863176
2020-03-25,North,178.99180139966288,45.95753198553406
2020-03-26,North,147.47597278987962,47.491214782077314
2020-03-27,North,155.3744728757348,54.57701058851037
2020-03-28,North,165.25090869191732,71.64375554829843
2020-03-29,North,172.66822526650665,67.3511989811648
2020-03-30,North,156.64433401601195,52.56633716556678
2020-03-31,North,169.13412455310402,50.4853877467402
2020-04-01,North,166.43544270329573,54.84322495266444
2020-04-02,North,149.76308976613112,46.48973453061324
2020-04-03,North,142.97315342228384,48.36168926701116
2020-04-04,North,156.86101951911505,68.0394592343392
2020-04-05,North,164.68651828421986,62.68242525933941
2020-04-06,North,145.66319242481353,51.48060138532288
2020-04-07,North,195.6475833815855,51.30527636089945
2020-04-08,North,172.0756274616256,50.025567283212304
2020-04-09,North,164.08641465375567,48.82706433312426
2020-04-10,North,131.1614636303613,42.923146289747926
2020-04-11,North,115.20233030018588,67.89677338617321
2020-04-12,North,169.035631516266,68.28642741736616
2020-04-13,North,164.65844940637163,45.9886136538919
2020-04-14,North,167.61604308344684,49.19357144166995
2020-04-15,North,178.99078108142612,52.02025428407269
2020-04-16,North,180.856486110999,59.43092950605265
2020-04-17,North,125.49839390883872,50.872889064159196
2020-04-18,North,146.52992339933724,71.28775195361382
2020-04-19,North,168.9289261066814,69.62777042116916
2020-04-20,North,130.47243180051177,40.40614392350479
2020-04-21,North,176.9054963190449,49.867430622753915
2020-04-22,North,156.3692242011416,50.30115104970513
2020-04-23,North,182.50972621812338,62.316210562426434
2020-04-24,North,147.00231456273823,49.03819517609439
2020-04-25,North,130.46341251682463,71.50773671166806
2020-04-26,North,174.67437709137494,69.82644115147379
2020-04-27,North,141.2785057350372,44.15660981190234
2020-04-28,North,165.01689935932183,55.7141140725751
2020-04-29,North,182.4656353040899,53.75966516343387
2020-04-30,North,186.00760408123907,53.95515973521523
2020-05-01,North,129.36654062716974,45.4530627260263
2020-05-02,North,159.93720282888742,77.0139715546805
2020-05-03,North,158.06536171220608,62.990744686038596
2020-05-04,North,169.59641796326613,52.93428546900135
2020-05-05,North,183.87026130461444,60.952278129049894
2020-05-06,North,166.82651285762438,45.04731837434656
2020-05-07,North,150.76206015440502,47.16851135198614
2020-05-08,North,149.74204084919242,50.498256825438204
2020-05-09,North,135.09756894925792,67.48262172941901
2020-05-10,North,106.99340937666727,62.24668284466934
2020-05-11,North,163.4341378292206,50.34281487403014
2020-05-12,North,181.51420157648016,44.688481431369475
2020-05-13,North,142.4707505826315,52.36796215317591
2020-05-14,North,146.32767500741258,45.402878828830985
2020-05-15,North,163.23272123202233,57.7496720250877
2020-05-16,North,180.60176522691654,66.08373353831881
2020-05-17,North,155.7034038136532,68.38969241897162
2020-05-18,North,148.5938136403324,54.06758608684835
2020-05-19,North,164.17091235439295,43.84567841783022
2020-05-20,North,197.17214893725702,51.13729967302065
2020-05-21,North,160.29486449155382,56.53571377141214
2020-05-22,North,128.91816772286876,41.96258382719386
2020-05-23,North,145.94619090534076,70.92316929266153
2020-05-24,North,142.98222673463178,71.29941397124212
2020-05-25,North,160.77670559927097,53.909114358886555
2020-05-26,North,190.7967263619349,43.81524644560959
2020-05-27,North,174.7273066628265,43.39771693457862
2020-05-28,North,162.56952919970084,52.60970782808449
2020-05-29,North,143.64587481052254,51.48492336616593
2020-05-30,North,129.4901475401954,71.25246425172938
2020-05-31,North,170.35069373371712,71.73224104748488
2020-06-01,North,151.3860291336905,46.59987639210755
2020-06-02,North,169.0494928656784,51.16126848580502
2020-06-03,North,223.67447379506814,51.46536236649341
2020-06-04,North,165.32318893540034,46.42824290986816
2020-06-05,North,142.44349241734494,59.328872555723784
2020-06-06,North,146.84839374261801,72.36916460455893
2020-06-07,North,167.58266257456398,64.04348251398676
2020-06-08,North,158.99276120354554,53.28276804316915
2020-06-09,North,144.73977471057754,45.126591648863396
2020-06-10,North,190.91885106421563,53.93542301871226
2020-06-11,North,157.67987104850008,55.79297789503702
2020-06-12,North,170.43451655850728,45.89658840824145
2020-06-13,North,170.7556721641242,74.8168806462216
2020-06-14,North,149.40834223851,72.06390463468249
2020-06-15,North,176.51000400698337,54.11030079997245
2020-06-16,North,178.15021220708036,59.48396491326974
2020-06-17,North,185.1185169238329,48.77305941998565
2020-06-18,North,166.64427400448972,46.23131917821255
2020-06-19,North,128.67948218865774,45.55242785187238
2020-06-20,North,137.09494775611876,65.92094857517282
2020-06-21,North,168.91326782389382,69.61449145292949
2020-06-22,North,149.65028495536035,51.70575987408322
2020-06-23,North,163.89395589175462,51.3834539966501
2020-06-24,North,161.58334399062025,54.13591624518012
2020-06-25,North,168.08383035248463,50.065009459389536
2020-06-26,North,180.9714877784928,57.26767038578659
2020-06-27,North,132.22373430517334,68.67671583381022
2020-06-28,North,164.29783516973728,83.6008458329481
2020-06-29,North,176.27292924785047,53.128336738825034
2020-06-30,North,163.49670879786925,45.714212217918586
2020-07-01,North,174.3802486509087,44.645537509694435
2020-07-02,North,146.94772369419186,52.41236207621593
2020-07-03,North,149.02559793044227,48.88268607337075
2020-07-04,North,148.61937986071806,73.57000247046047
2020-07-05,North,169.00813201919414,72.36618812286773
2020-07-06,North,169.382326802754,49.63585543671564
2020-07-07,North,202.8530316649164,45.76603140965798
2020-07-08,North,173.79139064802288,42.42576387657068
2020-07-09,North,163.33426638375383,47.767425239664895
2020-07-10,North,149.11780657003953,54.28199397161736
2020-07-11,North,143.41334141497524,71.07046872065102
2020-07-12,North,151.71012207197285,63.77130610644006
2020-07-13,North,147.41416462979805,50.86590462925591
2020-07-14,North,170.75792149357568,51.92658689864418
2020-07-15,North,186.68152726238856,45.580712818994336
2020-07-16,North,145.05093248459008,50.768625529727636
2020-07-17,North,159.4126755919928,50.29104359223
2020-07-18,North,162.3492953687055,64.28514851084688
2020-07-19,North,150.5910516147944,71.78893680174141
2020-07-20,North,120.88835308576996,52.803922631841175
2020-07-21,North,161.23099812729407,55.41525621587638
2020-07-22,North,193.45565693193615,55.26901026017451
2020-07-23,North,153.01949946372594,43.111653160214544
2020-07-24,North,122.686684697411,45.310874800424386
2020-07-25,North,141.0059884597146,72.5751763360433
2020-07-26,North,164.9558933439418,72.56892975456104
2020-07-27,North,160.10258176720566,52.57523843153024
2020-07-28,North,177.21957568250016,69.26365745327361
2020-07-29,North,165.95172067628582,52.85445255346583
2020-07-30,North,156.93289283084988,55.677828200902994
2020-07-31,North,130.81030931489184,54.770008817466014
2020-08-01,North,172.76605928936024,73.256956256529
2020-08-02,North,143.61772009886394,68.42365377679828
2020-08-03,North,170.56687770620928,53.79484610246634
2020-08-04,North,184.56369749389054,46.13587392731214
2020-08-05,North,182.65123830848276,48.815906966299956
2020-08-06,North,149.31557022665436,47.57318226085448
2020-08-07,North,146.68953249799404,50.40937069693161
2020-08-08,North,154.3127890782455,81.57329283336755
2020-08-09,North,128.18813982473202,60.66367403704126
2020-08-10,North,156.39536230701123,53.431300951872565
2020-08-11,North,140.22257832785382,41.93642064405174
2020-08-12,North,184.08784871869153,47.64034067105283
2020-08-13,North,154.66744252008417,55.44475298483683
2020-08-14,North,143.14347991804803,50.321400095477316
2020-08-15,North,144.93188982224612,64.61127611035347
2020-08-16,North,142.05825012744313,66.42348145370016
2020-08-17,North,159.90815398385226,53.39798874467338
2020-08-18,North,153.93281282220246,46.34816684141432
2020-08-19,North,181.72910159672213,51.08229294790988
2020-08-20,North,136.92179176926388,50.22785919951907
2020-08-21,North,138.82168121634038,46.74199826197091
2020-08-22,North,182.33205180902593,80.71972044662662
2020-08-23,North,136.02813834396056,73.16959511159006
2020-08-24,North,129.83283919393116,39.874287066711965
2020-08-25,North,172.15856085119162,50.93227157384714
2020-08-26,North,167.58296698943153,46.69106767615806
2020-08-27,North,165.3574678301517,54.26216667398112
2020-08-28,North,143.4759148069859,46.037396307836495
2020-08-29,North,153.5269456364927,69.4263177926655
2020-08-30,North,166.97273828115888,72.52493639490228
2020-08-31,North,157.53707305995331,54.32877597085061
2020-09-01,North,155.12878592924727,43.99851796472112
2020-09-02,North,176.14940750982694,48.327493820795254
2020-09-03,North,183.16704472227963,47.625273444195216
2020-09-04,North,134.60375228754663,46.73335383713144
2020-09-05,North,136.82557421634914,78.82727120140548
2020-09-06,North,166.4684654937418,72.02490855480478
2020-09-07,North,141.0311271726578,43.69558022832477
2020-09-08,North,134.60257575890716,54.58930973527388
2020-09-09,North,188.58996869859175,60.610780985063165
2020-09-10,North,152.67876872463037,55.16232630275574
2020-09-11,North,131.80049059312128,42.403150170229935
2020-09-12,North,147.47315388178683,67.57882963566874
2020-09-13,North,156.2355785495414,76.33455574593312
2020-09-14,North,155.77913363499636,46.461652671906094
2020-09-15,North,158.87146684986956,52.219097140731144
2020-09-16,North,178.3122254911017,53.87317026714668
2020-09-17,North,149.12486640403858,45.36534764210958
2020-09-18,North,150.24695641902642,49.702373219691
2020-09-19,North,140.88282461593528,53.79366329965464
2020-09-20,North,130.38845638513203,64.87806179332856
2020-09-21,North,163.47487501555136,48.7371592430342
2020-09-22,North,150.84558953636278,43.76108409017575
2020-09-23,North,186.4356800230978,58.16205651965818
2020-09-24,North,156.80303709339847,42.84929311019684
2020-09-25,North,165.52447778880767,47.79977756651508
2020-09-26,North,142.11790025552278,70.65370288643045
2020-09-27,North,149.39306509421206,77.20636644533057
2020-09-28,North,142.5314383357091,42.8206892441028
2020-09-29,North,164.3725583152203,55.815818760774796
2020-09-30,North,180.23734175646996,50.05116530509793
2020-10-01,North,129.27641931948287,45.09245674476024
2020-10-02,North,126.20861915346596,52.31051737131635
2020-10-03,North,130.20039209245496,70.99529847786735
2020-10-04,North,161.21646973025233,66.99891561420603
2020-10-05,North,175.02031485762814,50.349010424950094
2020-10-06,North,161.69604695600785,48.073432015691196
2020-10-07,North,166.6761618743928,50.56758672625624
2020-10-08,North,161.7242303187253,53.31065337260523
2020-10-09,North,164.53614109056392,57.93008408072676
2020-10-10,North,127.17870622451223,63.810922505865754
2020-10-11,North,162.11002868209073,80.66516687328134
2020-10-12,North,156.56167777879537,40.23956100238749
2020-10-13,North,172.39393836248215,49.24107452482208
2020-10-14,North,174.6524463466162,52.94158603242288
2020-10-15,North,174.88596166251014,51.40495933867516
2020-10-16,North,98.46626545260011,46.88650240089703
2020-10-17,North,156.1377479806091,68.95938874821363
2020-10-18,North,139.00117305145625,67.53499532670584
2020-10-19,North,120.72708364510487,47.053176215278945
2020-10-20,North,177.37300960158538,54.24801048510513
2020-10-21,North,192.33011237808165,51.785077429825236
2020-10-22,North,154.77437129815598,46.53545202369673
2020-10-23,North,160.2781026529993,54.49799937716625
2020-10-24,North,173.11599958127098,71.53649760438304
2020-10-25,North,174.6793564058392,74.06431059419481
2020-10-26,North,178.60112666653743,53.14814420961806
2020-10-27,North,175.08069371263466,45.85502494538964
2020-10-28,North,170.16510192310324,47.19909479901515
2020-10-29,North,139.5633764797936,53.73646802561631
2020-10-30,North,142.15173006767176,53.05185132716733
2020-10-31,North,136.00341467622522,69.89549203017926
2020-11-01,North,209.7890606899706,100.58663691654391
2020-11-02,North,179.0250924499129,86.38832447894212
2020-11-03,North,191.83410719240044,77.04214305582084
2020-11-04,North,206.8403532868584,82.7354869058502
2020-11-05,North,185.5719338397726,78.98903673783053
2020-11-06,North,193.09663184178322,78.9115939838639
2020-11-07,North,168.9487220337414,105.49388425993595
2020-11-08,North,184.15105207814102,104.12708174494014
2020-11-09,North,169.86118765407602,84.06754818000319
2020-11-10,North,178.9819984399502,86.52739403577165
2020-11-11,North,188.5116588353761,80.1050192081638
2020-11-12,North,189.13960009860335,83.40976485647482
2020-11-13,North,162.11761320768028,78.44866621703272
2020-11-14,North,166.07604816319994,101.62083176244221
2020-11-15,North,157.60276797606787,99.34928472816158
2020-11-16,North,178.18868081748184,80.48497982496359
2020-11-17,North,174.68831732217674,82.97578512718457
2020-11-18,North,207.06496330417178,75.90889658383264
2020-11-19,North,197.9208122399936,90.4619363784273
2020-11-20,North,145.2724410126921,74.96991309250149
2020-11-21,North,167.0463576376587,93.92905693606134
2020-11-22,North,173.95746618291733,105.79055436750033
2020-11-23,North,188.40426183650442,83.95831346981468
2020-11-24,North,218.8976162980359,83.12059908526078
2020-11-25,North,174.75158224843872,83.1417275463214
2020-11-26,North,191.43246547252596,79.93876613576543
2020-11-27,North,166.62249695953525,75.51372814257084
2020-11-28,North,188.3803310896372,100.37902279096863
2020-11-29,North,182.57418266771745,96.61419144243945
2020-11-30,North,174.5598957847561,84.87559866708875
2020-12-01,North,192.42045816664697,79.2647130924893
2020-12-02,North,186.63437752552255,75.87251401603744
2020-12-03,North,206.132136858136,78.39307079173503
2020-12-04,North,176.11665477083298,82.06465727137812
2020-12-05,North,205.81164588751133,97.18137723598012
2020-12-06,North,179.43736790197133,95.88889802216784
2020-12-07,North,173.84817766343627,81.21843605745956
2020-12-08,North,177.6381921499429,81.22483285554361
2020-12-09,North,174.38007986148057,77.46528412314436
2020-12-10,North,167.2178972544708,77.64480847190839
2020-12-11,North,180.67486510162934,81.16024968678818
2020-12-12,North,182.9893976292466,92.75957829251338
2020-12-13,North,155.89795368151633,92.96268112811723
2020-12-14,North,195.66783268914713,76.40777889373783
2020-12-15,North,192.88750190514082,78.93276424144076
2020-12-16,North,208.52995876547826,81.55453782799002
2020-12-17,North,224.58428983435005,87.37678108474776
2020-12-18,North,194.2640974908496,84.2882981160101
2020-12-19,North,178.12954301127073,99.20030735018287
2020-12-20,North,173.4530660384503,99.90491896048655
2020-12-21,North,150.48463180801707,74.98735317681096
2020-12-22,North,191.78605123945772,79.90743432003805
2020-12-23,North,202.42694445106753,78.5567068053993
2020-12-24,North,182.6503870871669,81.61359280169044
2020-12-25,North,173.77394004557092,75.86384528223839
2020-12-26,North,187.70111603626188,102.59673257120586
2020-12-27,North,191.33131700055628,107.66369456501289
2020-12-28,North,178.26522512553842,79.45619925771571
2020-12-29,North,208.4641767543291,82.0085586104947
2020-12-30,North,217.81975080333714,83.45071995855557
2020-12-31,North,179.88894029472345,77.99389764057082
2021-01-01,North,178.62330755332783,51.12046240905208
2021-01-02,North,160.5541917928241,70.06296200390898
2021-01-03,North,166.7584952132948,70.48838049274416
2021-01-04,North,173.4931740841894,46.134951080722665
2021-01-05,North,185.43502605614802,50.12255087129471
2021-01-06,North,202.2295767959009,52.48999145622725
2021-01-07,North,185.47064419534678,57.25571803897521
2021-01-08,North,152.8935808289952,54.79635413042603
2021-01-09,North,177.69625102730848,80.76591228755778
2021-01-10,North,147.53594993794135,66.16326218555976
2021-01-11,North,172.75336988949726,54.36160318360339
2021-01-12,North,183.74451061955247,50.91671002869176
2021-01-13,North,193.24564320636483,60.94901466608836
2021-01-14,North,171.86205073899512,45.95850857322424
2021-01-15,North,128.316632377897,45.80139078909612
2021-01-16,North,154.688469544773,67.0030367727799
2021-01-17,North,162.3096688609668,59.380521378450965
2021-01-18,North,169.57691475212962,47.37122489159619
2021-01-19,North,166.69903836919374,46.20433669223151
2021-01-20,North,208.83084301215158,50.75196893238104
2021-01-21,North,167.02719334838957,51.7087798788858
2021-01-22,North,183.57296132638868,59.38085419607943
2021-01-23,North,177.1430290653725,74.75211919093024
2021-01-24,North,159.02106158883086,67.11548172168798
2021-01-25,North,193.9202694969957,45.50792664325821
2021-01-26,North,170.80833170235195,52.45959585753253
2021-01-27,North,199.3365465056012,43.39883396489679
2021-01-28,North,202.56555554461985,59.157293829271765
2021-01-29,North,157.75442233540522,55.897200603606436
2021-01-30,North,187.50426867105736,67.65412173947648
2021-01-31,North,161.97013162504552,61.434327354545616
2021-02-01,North,182.1718308314328,56.76936187082706
2021-02-02,North,191.72362353790416,49.42730077373691
2021-02-03,North,195.28831262443597,56.18908155986731
2021-02-04,North,187.52636608145423,42.02786170602816
2021-02-05,North,174.10091209331247,47.00312488523114
2021-02-06,North,143.77595040161364,70.02621849859092
2021-02-07,North,193.8039047960493,70.2349029688237
2021-02-08,North,147.15405865466892,47.749672642603784
2021-02-09,North,207.71027148017447,53.114249661737496
2021-02-10,North,206.42316836695187,44.66189785308703
2021-02-11,North,166.2367189002279,49.288102574893536
2021-02-12,North,160.33093509295918,50.601478158559495
2021-02-13,North,156.85785336768313,72.57219417029374
2021-02-14,North,175.0627894600023,73.55807439044445
2021-02-15,North,166.14816852418699,44.376789540810655
2021-02-16,North,196.65069941560913,42.329429146321885
2021-02-17,North,219.9057381855412,56.38838410949255
2021-02-18,North,206.76807325264605,51.66157005989796
2021-02-19,North,155.90357429178027,46.25756731721723
2021-02-20,North,175.75502050605658,77.75575987761262
2021-02-21,North,151.93909835082079,70.57837317146429
2021-02-22,North,169.16873129268163,55.89648592031913
2021-02-23,North,207.09171909019597,50.33759240705054
2021-02-24,North,228.85780617413275,60.303739624409936
2021-02-25,North,174.23418704530545,58.77670421221602
2021-02-26,North,158.6553205891383,48.75517925760463
2021-02-27,North,177.37042600186786,74.85785475477178
2021-02-28,North,184.68655833696033,73.22687974792574
2021-03-01,North,171.0277020551586,56.843157787661745
2021-03-02,North,195.99049721307833,45.17538269709948
2021-03-03,North,193.14066627147466,53.4302572999922
2021-03-04,North,190.85033225915967,55.292122434247936
2021-03-05,North,170.78500610044298,41.20630256788443
2021-03-06,North,170.31310524390747,64.08370743667112
2021-03-07,North,164.2513393549323,59.803839111199494
2021-03-08,North,176.00854658107806,48.65296582777721
2021-03-09,North,196.0486014082061,53.58771127897981
2021-03-10,North,198.95926523684093,57.51178526048014
2021-03-11,North,184.2250058001982,50.37047390209887
2021-03-12,North,201.07806923555387,58.14307772785646
2021-03-13,North,178.78229836620906,63.099492708925546
2021-03-14,North,168.62820098573292,61.48308780322422
2021-03-15,North,189.86296668867854,49.722261505516904
2021-03-16,North,191.91388323887057,51.92032724469654
2021-03-17,North,216.82752764366307,49.836526259529535
2021-03-18,North,185.92715108641784,39.66278949980062
2021-03-19,North,169.43978320468312,49.55439980243606
2021-03-20,North,178.1887599606644,63.47765249747573
2021-03-21,North,159.77143502244266,73.3483627441502
2021-03-22,North,164.95756432374066,51.83299123048424
2021-03-23,North,174.45816818816962,45.30060106836322
2021-03-24,North,200.17149345346814,47.43066541331653
2021-03-25,North,211.10419243878533,44.703932390555245
2021-03-26,North,205.30520789860435,49.686604513634144
2021-03-27,North,190.74237848035574,74.77571160250619
2021-03-28,North,184.86528713013467,65.07136976832228
2021-03-29,North,156.01207152160993,52.52023257758922
2021-03-30,North,186.46388270321626,47.348711908137794
2021-03-31,North,185.67237921740627,46.03563583868828
2021-04-01,North,180.16962347845686,49.46484820022721
2021-04-02,North,165.95973509876058,44.82378838790313
2021-04-03,North,168.57081169009007,67.23175347326409
2021-04-04,North,147.30951494488107,64.01061053705575
2021-04-05,North,200.563575297151,59.82362566458195
2021-04-06,North,181.22846995444553,50.17631775985864
2021-04-07,North,201.88324790077874,46.501372460037075
2021-04-08,North,222.2897317313351,51.06989955367111
2021-04-09,North,158.77420670283195,49.43835975154585
2021-04-10,North,139.39934148785227,68.89515200233389
2021-04-11,North,180.30726354142783,73.07083350021712
2021-04-12,North,201.35999225483064,53.787538550236526
2021-04-13,North,224.74076830923022,47.34749426194736
2021-04-14,North,180.63543454182806,47.1209087967766
2021-04-15,North,196.94091913050082,48.62474151424178
2021-04-16,North,157.0746355098491,38.49039417632208
2021-04-17,North,170.81492480193643,62.42404468900724
2021-04-18,North,227.48045606951857,76.83437133722262
2021-04-19,North,166.0378793190398,58.22483856750642
2021-04-20,North,200.46444278901785,48.75481980221811
2021-04-21,North,210.85053483227261,52.88278481527883
2021-04-22,North,208.2495166142822,51.55625077271768
2021-04-23,North,187.15456109131028,65.3944040422762
2021-04-24,North,187.6516258946765,75.59787455717289
2021-04-25,North,176.02952006275052,69.36041204259617
2021-04-26,North,182.26599413666912,45.22229779699787
2021-04-27,North,186.110216889253,41.96776839871214
2021-04-28,North,211.67657582311713,51.017318179336115
2021-04-29,North,182.13937491836123,46.21824627357849
2021-04-30,North,173.3091164097181,42.888731452011626
2021-05-01,North,175.48094243408866,66.76713557878736
2021-05-02,North,194.91551776182507,64.59225998192802
2021-05-03,North,187.9455399182078,58.43570817536282
2021-05-04,North,174.51334291251732,54.408198784747256
2021-05-05,North,220.3163888188827,49.960136793416915
2021-05-06,North,182.90514579851242,57.39972069445013
2021-05-07,North,163.6893140199525,50.386841538238095
2021-05-08,North,165.95330829127877,65.69357899335868
2021-05-09,North,208.86988313346262,77.61562038634828
2021-05-10,North,151.88113510488643,52.694550218423295
2021-05-11,North,240.2753161903511,44.81376922836772
2021-05-12,North,216.25803768560922,49.04830660958196
2021-05-13,North,190.16004279716552,45.62190873307621
2021-05-14,North,166.55801858481396,43.08600134517832
2021-05-15,North,186.03161395268557,74.63088773765821
2021-05-16,North,197.3097109681203,79.54708320235065
2021-05-17,North,185.52336123888168,43.00716213090429
2021-05-18,North,207.60744064956495,52.81484618345286
2021-05-19,North,199.56798022595353,46.746787154390866
2021-05-20,North,185.03877668070825,47.56437308117652
2021-05-21,North,167.89274808455684,47.03803037880566
2021-05-22,North,171.26842900197997,65.68004615160092
2021-05-23,North,198.64615700932825,70.24260813972414
2021-05-24,North,186.5954100668322,45.845249417944814
2021-05-25,North,153.56037491408006,51.35228412889919
2021-05-26,North,210.01396997671105,49.748809452754315
2021-05-27,North,191.4491413453953,48.80525976566795
2021-05-28,North,168.14431814826563,45.46218168979201
2021-05-29,North,169.02446347521823,67.11614334715834
2021-05-30,North,200.82789913809168,73.77695612912878
2021-05-31,North,196.71965534592357,52.504585938121906
2021-06-01,North,180.5566206913796,45.11222377600724
2021-06-02,North,206.34385089810286,50.49666152714613
2021-06-03,North,177.36791253993712,53.75693561685895
2021-06-04,North,144.1259369125784,41.652973594393146
2021-06-05,North,169.36424350738807,72.71680096189968
2021-06-06,North,190.6522054578272,66.68688120527077
2021-06-07,North,196.49474775138933,52.852993342965796
2021-06-08,North,200.1061880501187,46.18370421728741
2021-06-09,North,202.89145040532702,40.9755894966774
2021-06-10,North,189.55471390511454,41.862287810584185
2021-06-11,North,161.44445461361633,50.24042473330691
2021-06-12,North,183.47763831724768,71.2986125086074
2021-06-13,North,188.11619385032404,65.47841687447796
2021-06-14,North,193.1372378380617,53.19296229388687
2021-06-15,North,205.9964197380952,41.6923996886552
2021-06-16,North,208.93380784872676,49.669601006763415
2021-06-17,North,188.08240421630296,43.94491900118771
2021-06-18,North,183.64563352924614,46.7408194609892
2021-06-19,North,175.0722623237296,70.23699335658208
2021-06-20,North,162.37265478614688,65.69793317358024
2021-06-21,North,174.5942611389881,48.077222278850876
2021-06-22,North,186.96564641199998,55.0314640460722
2021-06-23,North,185.43911682930496,47.115540652384254
2021-06-24,North,188.12644631426778,54.17846056032571
2021-06-25,North,153.08858357578384,44.35146572671191
2021-06-26,North,172.0698906928439,72.64902088957642
2021-06-27,North,155.69107044321666,77.2078431032895
2021-06-28,North,171.17523435634558,37.641777499363556
2021-06-29,North,190.22612021124502,46.015523722647615
2021-06-30,North,187.2059619625797,52.8853606359027
2021-07-01,North,195.30600165820968,48.984773069785035
2021-07-02,North,184.31863738198805,51.85572936685654
2021-07-03,North,147.31665836772171,66.9800740664209
2021-07-04,North,166.50986836870484,70.4329489373645
2021-07-05,North,164.97774906536156,49.221613823039604
2021-07-06,North,183.24356576511443,55.838910308299035
2021-07-07,North,209.8897090764127,51.272104216506065
2021-07-08,North,183.94930875729503,51.68801331037601
2021-07-09,North,162.433311589111,47.94061516938766
2021-07-10,North,141.11728120559542,67.56196887963753
2021-07-11,North,184.687022854621,67.8372090609019
2021-07-12,North,159.41044487164726,51.97226071189149
